event_id,hk_facility,hk_meter,hk_period,factor_id,reading_ts,kwh_value,scope2_kgco2e,raw_record_hash,transform_ver,load_dts,record_source
505,5bbcc090b4cfd4f7babb26b9e59fda45,adbc7dd07624f2f5a10ac347b3e82037,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 03:15:00,17.51,12.0819,9562f8d827099b87180865e0789b5113,syn_v1,2026-03-06 02:13:39.706962,SYN
506,fea538323d9ab84b92cb95644d6c7b35,6fdef3613dccbec4fccfdc5d257064cf,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 01:15:00,29.7,24.354,0019a7560a2210eda8be067967098a6d,syn_v1,2026-03-06 02:13:39.706962,SYN
507,8c036722922b24fcf79efc1ed0d68e71,f1ce828e1ac9557e02dc8ba772d394e1,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 02:45:00,7.11,4.5504,e1fa19d3de5dd058be7a180658a1d446,syn_v1,2026-03-06 02:13:39.706962,SYN
508,9b476072ebb3b53dd331ce8adbbc4e73,2f0834e5924f9e15117b7c29853bfbc5,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 02:00:00,20.1,14.472,91b2e36c8cd1591685f405dfa25d5643,syn_v1,2026-03-06 02:13:39.706962,SYN
509,03d342a18a7e413fcf8985e0232487bf,a055372963c647fb96960a3c3daa8919,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 02:15:00,25.18,19.6404,21c354fc2c69e54e5c3734009621c436,syn_v1,2026-03-06 02:13:39.706962,SYN
510,bf8afd90946c34723eeb1ccc576a98b8,73486626af9fdaa97f1d22f2226ea211,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 02:00:00,11.59,7.9971,3f4ca39aab44208237df1f96d0ce9ad3,syn_v1,2026-03-06 02:13:39.706962,SYN
511,4a65bc20c96683b4bc54c1a4c95b5d5e,86f1b641a68961a0f1632121f0db743a,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 02:45:00,7.41,6.0762,fb4daf6dbb09ca28195754e2ed169972,syn_v1,2026-03-06 02:13:39.706962,SYN
512,f81294bd68853a5e1c02ea2f6c4e8cd0,b95733e002b76f779e1ba5968f294a27,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 02:00:00,35.86,22.9504,1cbdfa308771598834ca261868b2c2ae,syn_v1,2026-03-06 02:13:39.706962,SYN
513,4295c25baa729e95f6c98d5f0f2dca9a,ba87672ca630535a6bbedbcb20ea1438,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 01:00:00,9.74,7.0128,6bd7c68e630c5b5280d7b88219459e6d,syn_v1,2026-03-06 02:13:39.706962,SYN
514,da11c928386dbdc18c34f288e21ee019,60ea0ee5078fe43fe08cd23410a4a1a5,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 00:00:00,37.76,29.4528,0425810380608c37a19831914b6eed24,syn_v1,2026-03-06 02:13:39.706962,SYN
515,cd83927962802ca3b606ae9f3c6d73be,0f989f77c634fa7fabc952ec7968e334,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 04:00:00,11.23,7.7487,05c0580c1917ac9372972ac1ba726a8d,syn_v1,2026-03-06 02:13:39.706962,SYN
516,c76f671a4753cc664519a8a4b2dfe527,f6edcb8f21ed78c3d861828ae2a48923,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 05:30:00,6.46,5.2972,1d243871f171368036232d96cac03097,syn_v1,2026-03-06 02:13:39.706962,SYN
517,e7b39405255ec5841088f6663359fb00,d4013c0d4277b6c6be6ab5a7bef0f2a6,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 02:45:00,36.74,23.5136,0ecf6fdc001ea87dad69ae2c061167e5,syn_v1,2026-03-06 02:13:39.706962,SYN
518,413e2baff151d8d4c537680d7d05316e,800f55e8a57f35a25b70fd32b422bd8f,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 01:15:00,8.66,6.2352,f0fb32ee83cb03d1c3af1ab02e2909e0,syn_v1,2026-03-06 02:13:39.706962,SYN
519,291614fc894042ffde48370a464eddb8,ef89ddedc93a3aff0ac3bc0448630bcf,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 00:00:00,26.71,20.8338,4e547c6e96a45bbb67b53ae6e1ab680d,syn_v1,2026-03-06 02:13:39.706962,SYN
520,e1eeb625e5a4a6426698339fb189e9e2,72488ac84e327635924936afc3d779e1,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 05:00:00,5.95,4.1055,ae3d2dcbe5a338fbd4d81df26feb9368,syn_v1,2026-03-06 02:13:39.706962,SYN
521,f7f70ccab084c8c5d8b96b87dc86d5f9,eeba3811cb57c92a6ea44968a4f97766,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 03:15:00,17.63,14.4566,c5daa9894badfb7433900868a8915bc5,syn_v1,2026-03-06 02:13:39.706962,SYN
522,7efaf4ff4c6611946b347d2367bcb807,e18813137b3dcf1002b8a2118ad490a6,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 00:00:00,13.23,8.4672,c96ca317bab6ea85dd81f016445ecc03,syn_v1,2026-03-06 02:13:39.706962,SYN
523,f1b3d8912e2bd9ddb0f335583d2152cb,8d69f9d3ee1f8eeb40685ce2a2761e2b,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 01:15:00,11.68,8.4096,784c0559bfc258ea3ec3dcef72de7e80,syn_v1,2026-03-06 02:13:39.706962,SYN
524,1a633a890bb61427286485ce2336b11e,63221c2c21497266045dfbb99c78a5ad,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 02:15:00,26.14,20.3892,f6fd69930216a742e8991ac2c8850a8a,syn_v1,2026-03-06 02:13:39.706962,SYN
525,4f49e99ee442756940e14404c79772a6,bc93a13748b70d18efb63905b4729a70,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 00:15:00,25.68,17.7192,a80d669e1382e03681bb0b04da171b90,syn_v1,2026-03-06 02:13:39.706962,SYN
526,49b989a23f0d55741477257b0aeeaa2d,0b5d6226ccd2fdd3e6f6e1956b504aaa,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 05:15:00,37.45,30.709,b489e79c63cf690bd16d5639d37f1623,syn_v1,2026-03-06 02:13:39.706962,SYN
527,21debacd2d92a22891de2856fe08f89e,fade435388a09e7bb13e69ce89053d12,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 04:30:00,23.87,15.2768,33694491be632d4bbe5d81af5316f2c1,syn_v1,2026-03-06 02:13:39.706962,SYN
528,09a55d5d1937b90372433ba490c07b7f,a91009d7da53061afec1cd610e5e51fe,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 01:00:00,31.08,22.3776,647bf21e647bf43c7c73da3df6772466,syn_v1,2026-03-06 02:13:39.706962,SYN
529,069712518702ff45057bf9d64721856d,45e76642a4de442bd9111f8b74eacd14,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 03:30:00,8.14,6.3492,c1bc20f4f44264cfd93715c1c8689b63,syn_v1,2026-03-06 02:13:39.706962,SYN
530,5bbcc090b4cfd4f7babb26b9e59fda45,e4897e705305eda186d7d51ecb1d78f2,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 05:00:00,22.47,15.5043,0b8801f5d3c8dcd8d706e13751f27386,syn_v1,2026-03-06 02:13:39.706962,SYN
531,fea538323d9ab84b92cb95644d6c7b35,e0a92be582d99426e704723d4c37efda,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 05:15:00,7.88,6.4616,0af5a421b5872630655c973f2437fad7,syn_v1,2026-03-06 02:13:39.706962,SYN
532,8c036722922b24fcf79efc1ed0d68e71,c9e0e9af64154fcf3dd343f8c6b9df75,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 01:45:00,27.74,17.7536,38d59a0e00fc11c879ba75aef2862af0,syn_v1,2026-03-06 02:13:39.706962,SYN
533,9b476072ebb3b53dd331ce8adbbc4e73,44ae5b318b9fe3e1cf56c5850ceb22e2,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 03:45:00,34.49,24.8328,d71b23ef786be0057537cb180a5836a8,syn_v1,2026-03-06 02:13:39.706962,SYN
534,03d342a18a7e413fcf8985e0232487bf,bfb39e69696ec4a03cf7ab4c5ac50488,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 00:00:00,23.1,18.018,f1bc9bf55ef437ec5b4d4968492b6142,syn_v1,2026-03-06 02:13:39.706962,SYN
535,bf8afd90946c34723eeb1ccc576a98b8,6185fa7ea83b73ec408b03acd6227e63,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 01:00:00,23.08,15.9252,06313b4cea0b003ba6bf0563b794c67e,syn_v1,2026-03-06 02:13:39.706962,SYN
536,4a65bc20c96683b4bc54c1a4c95b5d5e,1913f4f46a37fa8b2ada0b716195eb61,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 01:00:00,19.16,15.7112,6ce28ff4a467da1f5cedcc29b308f976,syn_v1,2026-03-06 02:13:39.706962,SYN
537,f81294bd68853a5e1c02ea2f6c4e8cd0,2db3c1b4a6a728394b7151200d0f3256,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 03:15:00,33.04,21.1456,301fe04ad6a642315847284bda11a8b1,syn_v1,2026-03-06 02:13:39.706962,SYN
538,4295c25baa729e95f6c98d5f0f2dca9a,05045e28f89c6a6eb450edf3f9ee64c1,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 01:00:00,39.14,28.1808,dc86c808e10a5d422cc717510dfa760b,syn_v1,2026-03-06 02:13:39.706962,SYN
539,da11c928386dbdc18c34f288e21ee019,61726f70063ae235d70dfc7808f2bc0c,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:30:00,27.19,21.2082,f11fef86694cc325455cc0c882bfebf6,syn_v1,2026-03-06 02:13:39.706962,SYN
540,cd83927962802ca3b606ae9f3c6d73be,cd5073e7243d0505235af8621d7f0ffd,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 00:30:00,31.18,21.5142,a22e755a83a053841deda9c7ab3332bd,syn_v1,2026-03-06 02:13:39.706962,SYN
541,c76f671a4753cc664519a8a4b2dfe527,ceb74a239a993c2f006675105910a336,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 01:30:00,26.78,21.9596,14d270ad59d4c2a5ae0f26451f0aa5f7,syn_v1,2026-03-06 02:13:39.706962,SYN
542,e7b39405255ec5841088f6663359fb00,05c70022dc4af59ad2f14d958f81d56c,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 02:00:00,10.9,6.976,ca82ea16eff4eb2e8059796fc8d466b4,syn_v1,2026-03-06 02:13:39.706962,SYN
543,413e2baff151d8d4c537680d7d05316e,a5a8b56241675cad003bb83e2c551c88,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:00:00,39.96,28.7712,8e710e20ae76b81454d1001d44222082,syn_v1,2026-03-06 02:13:39.706962,SYN
544,291614fc894042ffde48370a464eddb8,68612cb4f2cfa892f9939529deede8f7,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 00:15:00,14.58,11.3724,2908c6eaf71d10c5bfbfef2acfde5df3,syn_v1,2026-03-06 02:13:39.706962,SYN
545,e1eeb625e5a4a6426698339fb189e9e2,20fa88a60d2e792cec4658f869ee0c2f,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 03:00:00,39.94,27.5586,5bf1f7cd91c9d1e9af60a85e5175b344,syn_v1,2026-03-06 02:13:39.706962,SYN
546,f7f70ccab084c8c5d8b96b87dc86d5f9,5e33cdf859ea46e7088d5834edde5cb3,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 05:00:00,13.64,11.1848,7c53089120010066bd78b64b1cf73c29,syn_v1,2026-03-06 02:13:39.706962,SYN
547,7efaf4ff4c6611946b347d2367bcb807,98acdfb4f24a3a0462f10ddabe3907e3,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 04:00:00,30.98,19.8272,fe1b4fe7929acdf1811fc6c69c3a03aa,syn_v1,2026-03-06 02:13:39.706962,SYN
548,f1b3d8912e2bd9ddb0f335583d2152cb,257610bbe23e3ed05ce395d4dd444000,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 04:15:00,37.89,27.2808,dd8d3d2aad337c0a7a7ad729af460006,syn_v1,2026-03-06 02:13:39.706962,SYN
549,1a633a890bb61427286485ce2336b11e,234a3c842047f76f6fa8803f740c4ece,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 01:15:00,11.08,8.6424,d6cca12ebe090628b91979afca2b1709,syn_v1,2026-03-06 02:13:39.706962,SYN
550,4f49e99ee442756940e14404c79772a6,4597eb26e0ab06621ac8bed71d239af7,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 04:45:00,27.81,19.1889,bf4343b7d8ca99720541e580ff0f214f,syn_v1,2026-03-06 02:13:39.706962,SYN
551,49b989a23f0d55741477257b0aeeaa2d,5b22913ef76b5e85bb9a03f9d04ba78a,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 00:15:00,34.83,28.5606,27745f272f4b8c413760d239eee02d27,syn_v1,2026-03-06 02:13:39.706962,SYN
552,21debacd2d92a22891de2856fe08f89e,7a50297070295c2d66e5ca6ecc8731d2,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 03:15:00,12.15,7.776,a49f3ddacaa0a9f012f8049588964df1,syn_v1,2026-03-06 02:13:39.706962,SYN
553,09a55d5d1937b90372433ba490c07b7f,03fdb4a74143041ff3cc3add54d19fd9,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 01:00:00,37.9,27.288,e23a7e754effa82bec46ae0a003f997f,syn_v1,2026-03-06 02:13:39.706962,SYN
554,069712518702ff45057bf9d64721856d,959578c0ad7f74b1a7c03b64985ea967,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 03:30:00,26.94,21.0132,14b685696aef5be206d377b0f923f06f,syn_v1,2026-03-06 02:13:39.706962,SYN
555,5bbcc090b4cfd4f7babb26b9e59fda45,02ebb373a7e00216e646d1efcccf3a1f,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 03:00:00,29.17,20.1273,ef94b7dc2b144ae6d5eec82518aad4c7,syn_v1,2026-03-06 02:13:39.706962,SYN
556,fea538323d9ab84b92cb95644d6c7b35,ee940e0d1843442cc524cf9255e5112d,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 05:15:00,11.19,9.1758,418489ca254c9d1f6f1ed8d841146da0,syn_v1,2026-03-06 02:13:39.706962,SYN
557,8c036722922b24fcf79efc1ed0d68e71,c52a74eeaa52559fc5b8147c6f6ef36f,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 00:00:00,11.03,7.0592,11ead0a5a84e988a027f6f5ec69f9340,syn_v1,2026-03-06 02:13:39.706962,SYN
558,9b476072ebb3b53dd331ce8adbbc4e73,f077c0bb2e4e63cc188cdc474a865502,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 01:00:00,29.91,21.5352,d2f0288c29950a0be4029e185e5c280f,syn_v1,2026-03-06 02:13:39.706962,SYN
559,03d342a18a7e413fcf8985e0232487bf,9ed67956571f4658ee9a6d6931d6a4cd,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 03:30:00,19.12,14.9136,6266c0c28a1623cfbaba310fe44a52bc,syn_v1,2026-03-06 02:13:39.706962,SYN
560,bf8afd90946c34723eeb1ccc576a98b8,5f04b36aab0c0147bd31c24e3ae00f1c,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 03:30:00,9.06,6.2514,d9d7cd30c41e02e024525b8e60fba422,syn_v1,2026-03-06 02:13:39.706962,SYN
561,4a65bc20c96683b4bc54c1a4c95b5d5e,7b05a3419f4f431c2cbf4885124ca1dc,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 00:15:00,13.88,11.3816,6977987189fc634d621be38e33724143,syn_v1,2026-03-06 02:13:39.706962,SYN
562,f81294bd68853a5e1c02ea2f6c4e8cd0,d69f262c7171f570f7e0cbff89912137,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 04:00:00,37.95,24.288,43d33a4d7b571ce133edc34abf2392c3,syn_v1,2026-03-06 02:13:39.706962,SYN
563,4295c25baa729e95f6c98d5f0f2dca9a,9cd9debad56855170d7fda91fc3e84ca,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:00:00,19.25,13.86,aa931acc6e795ba4c6319a6459582ea1,syn_v1,2026-03-06 02:13:39.706962,SYN
564,da11c928386dbdc18c34f288e21ee019,69b3a5658ae467cd3f719c2f7edc1b68,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:00:00,12.89,10.0542,28b0de977146de4f083e0d679036cba5,syn_v1,2026-03-06 02:13:39.706962,SYN
565,cd83927962802ca3b606ae9f3c6d73be,860c24a902390703da68b5c104679935,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 01:30:00,24.29,16.7601,936994d8f8bceeca03875e77b3baed52,syn_v1,2026-03-06 02:13:39.706962,SYN
566,c76f671a4753cc664519a8a4b2dfe527,a604382c4cf08bf6823c44c52a628a70,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 05:00:00,36.0,29.52,c2d9025659cb90672f4be1592619e2f0,syn_v1,2026-03-06 02:13:39.706962,SYN
567,e7b39405255ec5841088f6663359fb00,a474410be9a439272665dca1281b7925,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 02:45:00,8.57,5.4848,2294d3fb9114b4c77fed457c57fd5826,syn_v1,2026-03-06 02:13:39.706962,SYN
568,413e2baff151d8d4c537680d7d05316e,1d5bfad9334ac3740f59c76bfa4cab71,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:00:00,39.66,28.5552,1ba2792494fecb5a772293aba80308d7,syn_v1,2026-03-06 02:13:39.706962,SYN
569,291614fc894042ffde48370a464eddb8,13e28d2986c2587be9a5d54086a30e19,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 00:00:00,40.41,31.5198,cc536a65cf5c520c774f746cb18ad79c,syn_v1,2026-03-06 02:13:39.706962,SYN
570,e1eeb625e5a4a6426698339fb189e9e2,88c9101deb8c4ce394ee21e418dd5784,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 02:30:00,36.73,25.3437,e3f810e6f67b4a7e5f63c079c1003063,syn_v1,2026-03-06 02:13:39.706962,SYN
571,f7f70ccab084c8c5d8b96b87dc86d5f9,858fa9339f4ae3b19319e0c98471305a,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 04:30:00,38.28,31.3896,df5126be02ef97f937d5239febaab5ab,syn_v1,2026-03-06 02:13:39.706962,SYN
572,7efaf4ff4c6611946b347d2367bcb807,e57bfce3281114298a81d8844c02947e,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 04:00:00,32.95,21.088,ee10d3927025ee53b22de7ab8e0448c2,syn_v1,2026-03-06 02:13:39.706962,SYN
573,f1b3d8912e2bd9ddb0f335583d2152cb,0637232e1c0f920620e846292911e1f2,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 03:00:00,38.07,27.4104,4f4766a2b425295a6bd0af5e2522cc72,syn_v1,2026-03-06 02:13:39.706962,SYN
574,1a633a890bb61427286485ce2336b11e,e9919cf245116cc5bd66ffb876b92aa1,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 01:15:00,34.98,27.2844,84e15d352fc7fa9eae2a2486df9bf4e7,syn_v1,2026-03-06 02:13:39.706962,SYN
575,4f49e99ee442756940e14404c79772a6,f6df604b8cd6ef1a9238d36aef30755b,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 04:15:00,6.31,4.3539,c05e89bcdd50169199c84ffbd8a5a3fa,syn_v1,2026-03-06 02:13:39.706962,SYN
576,49b989a23f0d55741477257b0aeeaa2d,2614196cab2f7d5779544cdfcbf41d9d,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 04:30:00,22.98,18.8436,153a7c57cb660ed7e356e7520c218345,syn_v1,2026-03-06 02:13:39.706962,SYN
577,21debacd2d92a22891de2856fe08f89e,bf0b777174d0850134e5684f213ae030,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 00:30:00,33.58,21.4912,b8dcfd1a71f40a663789c89d57285d2b,syn_v1,2026-03-06 02:13:39.706962,SYN
578,09a55d5d1937b90372433ba490c07b7f,d459652144373eb7f83c2b11cca2d317,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 00:00:00,14.9,10.728,0c713447df30da031b392bb5e5131dc9,syn_v1,2026-03-06 02:13:39.706962,SYN
579,069712518702ff45057bf9d64721856d,351a911993585e574fd47f4454eb843e,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 05:30:00,31.51,24.5778,c5bf6dc601dbc1ba55a552068cbe19f4,syn_v1,2026-03-06 02:13:39.706962,SYN
580,5bbcc090b4cfd4f7babb26b9e59fda45,65e5acedf56439404d8077287fdbbe68,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 00:15:00,6.81,4.6989,b74b5e099aa7868b7f3671f0d50eedee,syn_v1,2026-03-06 02:13:39.706962,SYN
581,fea538323d9ab84b92cb95644d6c7b35,fad88d6f69074a7d68d65c964ef13306,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 01:45:00,36.59,30.0038,5bce9efdeee47f27b3f59c8858cacf7b,syn_v1,2026-03-06 02:13:39.706962,SYN
582,8c036722922b24fcf79efc1ed0d68e71,a984375cb0e0b90afeeafac64e24c79d,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 04:45:00,32.74,20.9536,3e4dfe75c2d6ab6a9929c1da30cc2187,syn_v1,2026-03-06 02:13:39.706962,SYN
583,9b476072ebb3b53dd331ce8adbbc4e73,3b59c6bbad31327de76453a4150d8579,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 00:00:00,35.05,25.236,8ab29275ae2b708940cf4466e840d356,syn_v1,2026-03-06 02:13:39.706962,SYN
584,03d342a18a7e413fcf8985e0232487bf,878c944000fcf62ac94155d8ecf881d0,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 00:30:00,40.38,31.4964,595708b4dd20a7374ee09478f641d597,syn_v1,2026-03-06 02:13:39.706962,SYN
585,bf8afd90946c34723eeb1ccc576a98b8,4e4d4b9730898ea4e08d4e3e55b9d266,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 02:45:00,31.3,21.597,7c361e2fa39a248f1c5ab6308e0e28ae,syn_v1,2026-03-06 02:13:39.706962,SYN
586,4a65bc20c96683b4bc54c1a4c95b5d5e,05f4cbb6f5d3455331e7552656da4d02,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 02:00:00,39.68,32.5376,a4fc539ac9fb4c439b8d1c1977295f05,syn_v1,2026-03-06 02:13:39.706962,SYN
587,f81294bd68853a5e1c02ea2f6c4e8cd0,6ee372acc0312239e8ca73ea66a3229b,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 03:15:00,32.46,20.7744,03fa30136343d74d900aa1cfaf08f010,syn_v1,2026-03-06 02:13:39.706962,SYN
588,4295c25baa729e95f6c98d5f0f2dca9a,d50f9cc27ab3c0d2c75af2fd695c29b2,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 04:00:00,28.47,20.4984,fae0d8cb6a67a4a245014c1610839f37,syn_v1,2026-03-06 02:13:39.706962,SYN
589,da11c928386dbdc18c34f288e21ee019,c1c333c945203517ac99efdb745e551c,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 03:00:00,19.93,15.5454,5bb821c59f38f7c4b0996ab58acf67c7,syn_v1,2026-03-06 02:13:39.706962,SYN
590,cd83927962802ca3b606ae9f3c6d73be,3f7082e9933b3aa8fdc39b507e695d7b,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 05:15:00,28.57,19.7133,dadae0c218617c33073de68bb5dd089e,syn_v1,2026-03-06 02:13:39.706962,SYN
591,c76f671a4753cc664519a8a4b2dfe527,39693f661154ab6ff4dfebbf107643cf,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 04:30:00,11.18,9.1676,57b1167163fd647f3d7fb11d4df30897,syn_v1,2026-03-06 02:13:39.706962,SYN
592,e7b39405255ec5841088f6663359fb00,4d312e7ec411692d4b12358b56ca02a3,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 03:15:00,14.65,9.376,17649aa375ee3a793315c4ec0546b381,syn_v1,2026-03-06 02:13:39.706962,SYN
593,413e2baff151d8d4c537680d7d05316e,f0d78868da75f9bf4b20dde8c07a9ce1,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 01:45:00,16.32,11.7504,c6304d241c29af663d144b4de7545b8a,syn_v1,2026-03-06 02:13:39.706962,SYN
594,291614fc894042ffde48370a464eddb8,bb5d3837bd63b111e7d3a744843ba692,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 02:45:00,31.73,24.7494,7f1bf96104b83824f3aa3195b072cebe,syn_v1,2026-03-06 02:13:39.706962,SYN
595,e1eeb625e5a4a6426698339fb189e9e2,1aeb0be34e225ed98d8a6ccea67311aa,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 03:15:00,11.55,7.9695,179b3e32253009a0d8b0b8562b633cac,syn_v1,2026-03-06 02:13:39.706962,SYN
596,f7f70ccab084c8c5d8b96b87dc86d5f9,7a7393f56969bf15cbef4ff1b58b29e5,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 05:15:00,35.94,29.4708,f00ca81c711c1004204c24939eb417eb,syn_v1,2026-03-06 02:13:39.706962,SYN
597,7efaf4ff4c6611946b347d2367bcb807,a721b0700153183ae83e8caecd243e74,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 04:15:00,30.77,19.6928,757dcb630d0fb4b73d41c5db7056f445,syn_v1,2026-03-06 02:13:39.706962,SYN
598,f1b3d8912e2bd9ddb0f335583d2152cb,f4c719f5ac321dd3e5354da9c52c6c58,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 01:30:00,21.27,15.3144,9c4a24f1639993a2d3b61d0b82d0299f,syn_v1,2026-03-06 02:13:39.706962,SYN
599,1a633a890bb61427286485ce2336b11e,3283f4bd0612b3be196141ee1f2f0754,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 02:00:00,21.78,16.9884,f60032ec5de1821b44917ed10c240aa0,syn_v1,2026-03-06 02:13:39.706962,SYN
600,4f49e99ee442756940e14404c79772a6,b6bc2ff3f6c5421889a6e1e3232941aa,2cd8aaff242c4767227849d313d2e30c,8,2026-01-01 01:00:00,38.61,26.6409,9ed8df8d7cd826806c067516b8717e8b,syn_v1,2026-03-06 02:13:39.706962,SYN
601,49b989a23f0d55741477257b0aeeaa2d,50f6c1a2a657054ff8618acbaf68b835,2cd8aaff242c4767227849d313d2e30c,4,2026-01-01 02:15:00,28.07,23.0174,4c626ebba6194c4e40b483fdcc75f60d,syn_v1,2026-03-06 02:13:39.706962,SYN
602,21debacd2d92a22891de2856fe08f89e,0f55629e27434687cc60fff810aed046,2cd8aaff242c4767227849d313d2e30c,5,2026-01-01 05:00:00,26.53,16.9792,599353372a013f9986a083e044979efe,syn_v1,2026-03-06 02:13:39.706962,SYN
603,09a55d5d1937b90372433ba490c07b7f,9763273cad3d7e43212383926a476377,2cd8aaff242c4767227849d313d2e30c,6,2026-01-01 05:15:00,15.03,10.8216,5bc6999cf52e7a1e6e17d88847e96c65,syn_v1,2026-03-06 02:13:39.706962,SYN
604,069712518702ff45057bf9d64721856d,7b77c43c2c75df6f32568deb07afebf6,2cd8aaff242c4767227849d313d2e30c,7,2026-01-01 01:00:00,8.29,6.4662,f14376d24b641ec8fcdb14f9b238eaf2,syn_v1,2026-03-06 02:13:39.706962,SYN
